LAT,LON,YEAR,DOY,PRECTOTCORR,TS,RH2M,GWETROOT
7.75,-4.25,2024,97,6.73,30.08,73.64,0.49
7.75,-3.75,2024,97,6.08,30.42,71.09,0.48
8.25,-7.25,2024,97,5.57,28.73,76.25,0.47
8.25,-6.75,2024,97,6.17,28.82,77.07,0.46
8.25,-6.25,2024,97,6.86,28.83,77.34,0.43
8.25,-5.75,2024,97,8.14,28.93,76.97,0.42
8.25,-5.25,2024,97,8.86,29.22,76.22,0.44
8.25,-4.75,2024,97,8.79,29.71,74.79,0.46
8.25,-4.25,2024,97,8.1,30.39,72.36,0.48
8.25,-3.75,2024,97,7.37,31.21,68.53,0.48
5.25,-7.25,2024,98,3.06,28.19,82.06,0.57
5.25,-6.75,2024,98,3.71,27.95,83.19,0.62
5.25,-6.25,2024,98,3.88,28.48,82.06,0.61
5.25,-5.75,2024,98,4.09,28.42,83.06,0.59
5.25,-5.25,2024,98,3.75,28.8,82.22,0.55
5.25,-4.75,2024,98,3.23,29.26,80.56,0.49
5.25,-4.25,2024,98,2.84,29.52,79.36,0.44
5.25,-3.75,2024,98,2.78,29.35,80.16,0.43
5.75,-7.25,2024,98,4.48,27.61,85.38,0.58
5.75,-6.75,2024,98,5.32,27.47,86.09,0.64
5.75,-6.25,2024,98,5.37,27.66,84.94,0.65
5.75,-5.75,2024,98,5.16,27.71,84.91,0.61
5.75,-5.25,2024,98,4.22,28.3,83.11,0.57
5.75,-4.75,2024,98,3.2,29.05,80.39,0.53
5.75,-4.25,2024,98,2.54,29.53,78.19,0.5
5.75,-3.75,2024,98,2.49,29.29,78.47,0.46
6.25,-7.25,2024,98,5.63,27.74,84.88,0.56
6.25,-6.75,2024,98,6.86,27.57,85.98,0.62
6.25,-6.25,2024,98,7.05,27.49,85.12,0.64
6.25,-5.75,2024,98,6.02,27.84,83.62,0.6
6.25,-5.25,2024,98,4.34,28.68,80.96,0.57
6.25,-4.75,2024,98,2.87,29.55,77.91,0.54
6.25,-4.25,2024,98,2.09,30.08,75.46,0.53
6.25,-3.75,2024,98,2.1,30,74.81,0.47
6.75,-7.25,2024,98,6.7,27.82,83.19,0.51
6.75,-6.75,2024,98,8.69,27.61,84.76,0.57
6.75,-6.25,2024,98,9.51,27.58,84.81,0.59
6.75,-5.75,2024,98,7.63,28.27,82.26,0.56
6.75,-5.25,2024,98,5.12,29.16,79.02,0.54
6.75,-4.75,2024,98,3.11,29.95,75.86,0.53
6.75,-4.25,2024,98,2.17,30.46,73.28,0.52
6.75,-3.75,2024,98,2.2,30.69,71.53,0.48
7.25,-7.25,2024,98,7.9,27.48,82.87,0.5
7.25,-6.75,2024,98,10.25,27.7,83.79,0.53
7.25,-6.25,2024,98,11.73,27.91,83.94,0.54
7.25,-5.75,2024,98,10.25,28.51,81.66,0.51
7.25,-5.25,2024,98,7.38,29.21,78.39,0.5
7.25,-4.75,2024,98,4.84,29.9,75.13,0.5
7.25,-4.25,2024,98,3.51,30.45,72.34,0.51
7.25,-3.75,2024,98,3.43,30.75,69.97,0.5
7.75,-7.25,2024,98,8.76,28.09,79.58,0.49
7.75,-6.75,2024,98,10.17,28.56,79.92,0.5
7.75,-6.25,2024,98,11.75,28.78,80.25,0.5
7.75,-5.75,2024,98,11.94,28.85,79.97,0.47
7.75,-5.25,2024,98,10.18,29.1,78.01,0.47
7.75,-4.75,2024,98,7.86,29.57,75.49,0.49
7.75,-4.25,2024,98,6,30.18,72.85,0.5
7.75,-3.75,2024,98,5.26,30.65,69.88,0.49
8.25,-7.25,2024,98,8.54,29.46,74.53,0.48
8.25,-6.75,2024,98,9,29.62,74.64,0.47
8.25,-6.25,2024,98,9.99,29.46,75.72,0.45
8.25,-5.75,2024,98,11,28.89,77.64,0.44
8.25,-5.25,2024,98,11.11,28.69,77.88,0.46
8.25,-4.75,2024,98,10.21,29.01,76.72,0.48
8.25,-4.25,2024,98,8.57,29.74,74.35,0.49
8.25,-3.75,2024,98,6.8,30.55,70.88,0.48
5.25,-7.25,2024,99,3.95,27.87,85.41,0.57
5.25,-6.75,2024,99,4.89,27.61,87.4,0.62
5.25,-6.25,2024,99,5.37,27.97,87.25,0.62
5.25,-5.75,2024,99,5.55,28.16,87.48,0.6
5.25,-5.25,2024,99,5.12,28.59,86.46,0.56
5.25,-4.75,2024,99,4.67,28.98,85.22,0.5
5.25,-4.25,2024,99,4.62,29.12,84.54,0.44
5.25,-3.75,2024,99,5.24,28.85,84.97,0.44
5.75,-7.25,2024,99,5.64,27.17,88.28,0.58
5.75,-6.75,2024,99,7.3,26.92,89.76,0.64
5.75,-6.25,2024,99,8.06,26.9,89.69,0.66
5.75,-5.75,2024,99,7.68,27.08,89.04,0.62
5.75,-5.25,2024,99,6.34,27.68,87.11,0.57
5.75,-4.75,2024,99,5.04,28.27,84.9,0.54
5.75,-4.25,2024,99,4.46,28.52,83.62,0.5
5.75,-3.75,2024,99,4.99,28.14,84.75,0.47
6.25,-7.25,2024,99,6.54,27.2,87.89,0.56
6.25,-6.75,2024,99,8.74,26.83,89.91,0.63
6.25,-6.25,2024,99,9.92,26.55,90.53,0.65
6.25,-5.75,2024,99,8.88,26.83,88.93,0.61
6.25,-5.25,2024,99,6.83,27.56,86,0.57
6.25,-4.75,2024,99,4.99,28.23,83.22,0.55
6.25,-4.25,2024,99,4.11,28.48,81.83,0.53
6.25,-3.75,2024,99,4.47,28.17,82.78,0.48
6.75,-7.25,2024,99,6.64,27.34,86.24,0.52
6.75,-6.75,2024,99,9.05,26.81,89.28,0.58
6.75,-6.25,2024,99,10.61,26.47,90.75,0.6
6.75,-5.75,2024,99,9.32,26.95,88.22,0.58
6.75,-5.25,2024,99,7.1,27.7,84.8,0.55
6.75,-4.75,2024,99,5.15,28.28,81.98,0.53
6.75,-4.25,2024,99,4.17,28.51,80.53,0.52
6.75,-3.75,2024,99,4.34,28.4,80.53,0.49
7.25,-7.25,2024,99,6.19,27.1,85.21,0.51
7.25,-6.75,2024,99,8.24,26.94,87.85,0.54
7.25,-6.25,2024,99,9.72,26.67,89.25,0.55
7.25,-5.75,2024,99,9.04,27.12,87.02,0.53
7.25,-5.25,2024,99,7.54,27.68,84.09,0.51
7.25,-4.75,2024,99,6.18,28.14,81.58,0.51
7.25,-4.25,2024,99,5.43,28.39,79.92,0.52
7.25,-3.75,2024,99,5.31,28.42,78.84,0.51
7.75,-7.25,2024,99,5.54,27.74,80.57,0.5
7.75,-6.75,2024,99,6.53,27.82,82.58,0.51
7.75,-6.25,2024,99,7.51,27.32,84.78,0.52
7.75,-5.75,2024,99,7.85,27.43,84.48,0.48
7.75,-5.25,2024,99,7.75,27.7,82.85,0.48
7.75,-4.75,2024,99,7.55,27.97,81.12,0.5
7.75,-4.25,2024,99,7.27,28.17,79.64,0.51
7.75,-3.75,2024,99,6.62,28.38,77.84,0.5
8.25,-7.25,2024,99,4.6,29.41,72.94,0.48
8.25,-6.75,2024,99,5.02,29.18,74.89,0.48
8.25,-6.25,2024,99,5.48,28.49,77.22,0.45
8.25,-5.75,2024,99,5.95,28.2,78.72,0.44
8.25,-5.25,2024,99,6.53,28.05,79.43,0.47
8.25,-4.75,2024,99,7.13,27.99,79.54,0.49
8.25,-4.25,2024,99,7.53,28.07,78.97,0.5
8.25,-3.75,2024,99,7.32,28.36,77.34,0.5
5.25,-7.25,2024,100,2.92,27.28,87.18,0.57
5.25,-6.75,2024,100,3.15,27.26,88.34,0.63
5.25,-6.25,2024,100,2.62,27.67,87.94,0.62
5.25,-5.75,2024,100,2.21,27.8,88.51,0.6
5.25,-5.25,2024,100,1.91,28.31,86.48,0.56
5.25,-4.75,2024,100,1.76,28.84,84.13,0.5
5.25,-4.25,2024,100,1.74,29.1,83,0.44
5.25,-3.75,2024,100,1.82,28.85,83.88,0.44
5.75,-7.25,2024,100,3.67,26.61,89.77,0.59
5.75,-6.75,2024,100,3.86,26.55,90.5,0.65
5.75,-6.25,2024,100,2.98,26.53,90.12,0.66
5.75,-5.75,2024,100,2.26,26.5,90.5,0.62
5.75,-5.25,2024,100,1.67,27.07,88.49,0.58
5.75,-4.75,2024,100,1.29,27.81,85.56,0.54
5.75,-4.25,2024,100,1.13,28.28,83.31,0.5
5.75,-3.75,2024,100,1.15,28.06,83.53,0.47
6.25,-7.25,2024,100,3.8,26.82,88.54,0.56
6.25,-6.75,2024,100,3.93,26.72,89.53,0.64
6.25,-6.25,2024,100,3.05,26.36,90.28,0.66
6.25,-5.75,2024,100,2.12,26.31,89.78,0.62
6.25,-5.25,2024,100,1.34,26.86,87.35,0.58
6.25,-4.75,2024,100,0.86,27.55,84.28,0.55
6.25,-4.25,2024,100,0.68,28.01,81.84,0.53
6.25,-3.75,2024,100,0.64,27.94,81.34,0.48
6.75,-7.25,2024,100,4.05,27.13,86.25,0.52
6.75,-6.75,2024,100,4.09,27.01,87.82,0.58
6.75,-6.25,2024,100,3.34,26.69,89.25,0.61
6.75,-5.75,2024,100,2.21,26.76,87.72,0.58
6.75,-5.25,2024,100,1.22,27.2,84.91,0.55
6.75,-4.75,2024,100,0.62,27.67,82.06,0.53
6.75,-4.25,2024,100,0.41,27.96,79.94,0.52
6.75,-3.75,2024,100,0.33,28.03,78.84,0.49
7.25,-7.25,2024,100,5.3,27.09,84.45,0.51
7.25,-6.75,2024,100,4.96,27.37,85.86,0.54
7.25,-6.25,2024,100,3.75,27.33,86.53,0.55
7.25,-5.75,2024,100,2.45,27.46,84.63,0.53
7.25,-5.25,2024,100,1.3,27.75,81.76,0.51
7.25,-4.75,2024,100,0.57,28.01,79.34,0.51
7.25,-4.25,2024,100,0.28,28.14,77.79,0.52
7.25,-3.75,2024,100,0.17,28.17,76.44,0.51
7.75,-7.25,2024,100,5.88,27.72,79.95,0.5
7.75,-6.75,2024,100,5.27,28.18,81.1,0.51
7.75,-6.25,2024,100,3.86,28.31,81.12,0.52
7.75,-5.75,2024,100,2.84,28.22,80.3,0.48
7.75,-5.25,2024,100,1.63,28.31,78.31,0.48
7.75,-4.75,2024,100,0.72,28.47,76.4,0.5
7.75,-4.25,2024,100,0.27,28.61,74.99,0.51
7.75,-3.75,2024,100,0.1,28.67,73.72,0.5
8.25,-7.25,2024,100,5.54,29.28,72.67,0.48
8.25,-6.75,2024,100,4.99,29.51,73.49,0.48
8.25,-6.25,2024,100,4.1,29.59,73.31,0.46
8.25,-5.75,2024,100,3.24,29.3,73.86,0.44
8.25,-5.25,2024,100,2.08,28.94,74.34,0.47
8.25,-4.75,2024,100,1.08,28.83,73.97,0.49
8.25,-4.25,2024,100,0.46,29.08,72.56,0.5
8.25,-3.75,2024,100,0.17,29.55,70.44,0.5
5.25,-7.25,2024,101,6.92,26.66,89.71,0.57
5.25,-6.75,2024,101,9.6,26.82,89.91,0.63
5.25,-6.25,2024,101,10.23,27.34,89.28,0.62
5.25,-5.75,2024,101,9.81,27.58,89.81,0.61
5.25,-5.25,2024,101,8.93,28.13,87.5,0.57
5.25,-4.75,2024,101,7.91,28.66,84.59,0.51
5.25,-4.25,2024,101,6.98,28.94,82.65,0.45
5.25,-3.75,2024,101,6.25,28.81,82.62,0.45
5.75,-7.25,2024,101,8.53,26.21,91.06,0.59
5.75,-6.75,2024,101,11.66,26.18,91.56,0.65
5.75,-6.25,2024,101,12.18,26.26,91.16,0.67
5.75,-5.75,2024,101,11.26,26.31,91.61,0.63
5.75,-5.25,2024,101,9.26,27.04,89.06,0.58
5.75,-4.75,2024,101,7.2,27.93,85.49,0.54
5.75,-4.25,2024,101,5.79,28.51,82.86,0.51
5.75,-3.75,2024,101,5.4,28.37,83.06,0.47
6.25,-7.25,2024,101,8.79,26.49,89.11,0.57
6.25,-6.75,2024,101,11.95,26.35,90.14,0.64
6.25,-6.25,2024,101,12.68,26.19,90.56,0.66
6.25,-5.75,2024,101,11.47,26.3,89.99,0.62
6.25,-5.25,2024,101,8.68,27.13,86.69,0.58
6.25,-4.75,2024,101,5.97,28.2,82.36,0.55
6.25,-4.25,2024,101,4.35,29.01,78.96,0.53
6.25,-3.75,2024,101,4.18,28.98,78.81,0.48
6.75,-7.25,2024,101,9.12,26.85,86.7,0.52
6.75,-6.75,2024,101,12.24,26.72,87.91,0.58
6.75,-6.25,2024,101,13.28,26.71,88.53,0.61
6.75,-5.75,2024,101,11.55,27.09,86.71,0.58
6.75,-5.25,2024,101,8.27,27.83,83.19,0.55
6.75,-4.75,2024,101,5.29,28.77,78.77,0.53
6.75,-4.25,2024,101,3.64,29.65,74.74,0.52
6.75,-3.75,2024,101,3.49,30,72.94,0.49
7.25,-7.25,2024,101,10.65,26.83,85.41,0.51
7.25,-6.75,2024,101,12.78,27.19,86.04,0.55
7.25,-6.25,2024,101,12.85,27.45,85.56,0.55
7.25,-5.75,2024,101,11,27.88,83.29,0.53
7.25,-5.25,2024,101,8.2,28.48,80,0.51
7.25,-4.75,2024,101,5.67,29.23,76.19,0.51
7.25,-4.25,2024,101,4.1,30,72.4,0.52
7.25,-3.75,2024,101,3.65,30.46,69.25,0.51
7.75,-7.25,2024,101,11.58,27.49,81.32,0.51
7.75,-6.75,2024,101,12,28.1,81.46,0.52
7.75,-6.25,2024,101,11.02,28.41,80.69,0.52
7.75,-5.75,2024,101,9.53,28.61,79.31,0.48
7.75,-5.25,2024,101,8,29,76.96,0.48
7.75,-4.75,2024,101,6.52,29.57,74.06,0.5
7.75,-4.25,2024,101,5.18,30.22,70.91,0.51
7.75,-3.75,2024,101,4.08,30.74,67.66,0.5
8.25,-7.25,2024,101,9.77,29.07,74.65,0.49
8.25,-6.75,2024,101,9.87,29.38,74.74,0.48
8.25,-6.25,2024,101,9.32,29.49,74.59,0.46
8.25,-5.75,2024,101,8.14,29.52,74.17,0.45
8.25,-5.25,2024,101,7.28,29.48,73.8,0.47
8.25,-4.75,2024,101,6.49,29.66,72.62,0.49
8.25,-4.25,2024,101,5.54,30.17,70.33,0.5
8.25,-3.75,2024,101,4.24,30.94,67.16,0.49
5.25,-7.25,2024,102,1.98,26.92,84.17,0.58
5.25,-6.75,2024,102,2.3,26.88,84.9,0.64
5.25,-6.25,2024,102,2.63,27.46,84.38,0.63
5.25,-5.75,2024,102,2.62,27.74,84.95,0.62
5.25,-5.25,2024,102,2.14,28.36,82.86,0.57
5.25,-4.75,2024,102,1.69,28.92,80.59,0.51
5.25,-4.25,2024,102,1.53,29.18,79.37,0.45
5.25,-3.75,2024,102,1.74,29.08,79.22,0.45
5.75,-7.25,2024,102,1.76,26.43,86.36,0.6
5.75,-6.75,2024,102,1.88,26.23,87.55,0.66
5.75,-6.25,2024,102,1.96,26.36,86.75,0.68
5.75,-5.75,2024,102,1.88,26.59,86.55,0.63
5.75,-5.25,2024,102,1.46,27.46,83.41,0.59
5.75,-4.75,2024,102,1.05,28.37,79.96,0.55
5.75,-4.25,2024,102,0.9,28.89,77.89,0.51
5.75,-3.75,2024,102,1.08,28.77,77.94,0.47
6.25,-7.25,2024,102,2.2,26.72,84.78,0.57
6.25,-6.75,2024,102,2.24,26.32,87.21,0.65
6.25,-6.25,2024,102,2.13,26.05,87.91,0.67
6.25,-5.75,2024,102,1.89,26.45,85.73,0.63
6.25,-5.25,2024,102,1.44,27.58,81.08,0.58
6.25,-4.75,2024,102,1.05,28.63,76.77,0.55
6.25,-4.25,2024,102,0.88,29.14,74.48,0.53
6.25,-3.75,2024,102,0.97,28.98,74.78,0.48
6.75,-7.25,2024,102,2.84,26.95,82.83,0.53
6.75,-6.75,2024,102,3.01,26.57,85.79,0.59
6.75,-6.25,2024,102,2.83,26.33,87.22,0.62
6.75,-5.75,2024,102,2.38,27.02,83.44,0.59
6.75,-5.25,2024,102,1.82,28.19,78.11,0.55
6.75,-4.75,2024,102,1.41,29.09,73.71,0.53
6.75,-4.25,2024,102,1.24,29.42,71.49,0.52
6.75,-3.75,2024,102,1.24,29.27,71.44,0.49
7.25,-7.25,2024,102,2.91,26.65,82.1,0.52
7.25,-6.75,2024,102,3.44,26.93,83.82,0.55
7.25,-6.25,2024,102,3.44,27.07,83.75,0.56
7.25,-5.75,2024,102,3.09,27.76,80.22,0.53
7.25,-5.25,2024,102,2.48,28.69,75.65,0.51
7.25,-4.75,2024,102,1.97,29.41,71.91,0.51
7.25,-4.25,2024,102,1.68,29.7,69.75,0.52
7.25,-3.75,2024,102,1.57,29.62,68.75,0.51
7.75,-7.25,2024,102,2.39,27.12,78.21,0.51
7.75,-6.75,2024,102,2.94,27.72,78.65,0.52
7.75,-6.25,2024,102,3.38,27.94,78,0.52
7.75,-5.75,2024,102,3.52,28.42,75.45,0.48
7.75,-5.25,2024,102,3.15,28.98,72.79,0.48
7.75,-4.75,2024,102,2.59,29.47,70.66,0.5
7.75,-4.25,2024,102,2.05,29.86,68.96,0.51
7.75,-3.75,2024,102,1.61,30.18,66.81,0.5
8.25,-7.25,2024,102,2,28.6,71.71,0.49
8.25,-6.75,2024,102,2.18,28.89,71.64,0.48
8.25,-6.25,2024,102,2.52,29.05,70.34,0.46
8.25,-5.75,2024,102,2.76,29.28,69.02,0.45
8.25,-5.25,2024,102,2.79,29.35,68.89,0.47
8.25,-4.75,2024,102,2.65,29.44,69.08,0.49
8.25,-4.25,2024,102,2.35,29.7,68.66,0.5
8.25,-3.75,2024,102,1.88,30.28,66.66,0.5
5.25,-7.25,2024,103,0.41,27.63,80.87,0.57
5.25,-6.75,2024,103,0.47,27.37,83.39,0.63
5.25,-6.25,2024,103,0.71,27.79,83.97,0.62
5.25,-5.75,2024,103,0.99,28.02,84.32,0.61
5.25,-5.25,2024,103,1.1,28.59,82.64,0.57
5.25,-4.75,2024,103,1.22,29.19,80.08,0.5
5.25,-4.25,2024,103,1.45,29.51,78.11,0.44
5.25,-3.75,2024,103,1.83,29.31,78.56,0.44
5.75,-7.25,2024,103,0.34,26.93,82.49,0.59
5.75,-6.75,2024,103,0.4,26.7,84.31,0.65
5.75,-6.25,2024,103,0.6,26.76,84.91,0.67
5.75,-5.75,2024,103,0.76,27.01,85.11,0.63
5.75,-5.25,2024,103,0.77,27.88,82.79,0.58
5.75,-4.75,2024,103,0.74,28.89,79.31,0.54
5.75,-4.25,2024,103,0.78,29.53,76.55,0.5
5.75,-3.75,2024,103,0.96,29.29,77,0.47
6.25,-7.25,2024,103,0.28,27.18,80.84,0.56
6.25,-6.75,2024,103,0.33,26.77,83.04,0.64
6.25,-6.25,2024,103,0.46,26.49,83.56,0.66
6.25,-5.75,2024,103,0.56,26.89,82.59,0.62
6.25,-5.25,2024,103,0.56,28.03,79.31,0.58
6.25,-4.75,2024,103,0.52,29.26,75.41,0.55
6.25,-4.25,2024,103,0.49,30.03,72.65,0.53
6.25,-3.75,2024,103,0.52,29.91,72.88,0.47
6.75,-7.25,2024,103,0.34,27.6,77.87,0.52
6.75,-6.75,2024,103,0.32,27.07,80.62,0.58
6.75,-6.25,2024,103,0.4,26.78,82.09,0.6
6.75,-5.75,2024,103,0.48,27.42,79.64,0.58
6.75,-5.25,2024,103,0.5,28.59,75.34,0.55
6.75,-4.75,2024,103,0.47,29.7,71.24,0.53
6.75,-4.25,2024,103,0.4,30.4,68.68,0.52
6.75,-3.75,2024,103,0.33,30.55,68.25,0.48
7.25,-7.25,2024,103,0.59,27.43,77.31,0.51
7.25,-6.75,2024,103,0.47,27.46,79.4,0.54
7.25,-6.25,2024,103,0.52,27.53,80.25,0.55
7.25,-5.75,2024,103,0.57,28.16,77.15,0.53
7.25,-5.25,2024,103,0.56,29.12,72.57,0.51
7.25,-4.75,2024,103,0.51,30.03,68.44,0.51
7.25,-4.25,2024,103,0.44,30.64,65.71,0.52
7.25,-3.75,2024,103,0.32,30.83,64.31,0.5
7.75,-7.25,2024,103,0.86,28.17,72.85,0.5
7.75,-6.75,2024,103,0.75,28.69,73.85,0.51
7.75,-6.25,2024,103,0.73,28.87,74.62,0.52
7.75,-5.75,2024,103,0.76,29.24,72.53,0.48
7.75,-5.25,2024,103,0.73,29.74,69.68,0.48
7.75,-4.75,2024,103,0.66,30.33,66.64,0.5
7.75,-4.25,2024,103,0.58,30.91,63.69,0.51
7.75,-3.75,2024,103,0.43,31.37,60.84,0.5
8.25,-7.25,2024,103,0.77,30.02,64.56,0.49
8.25,-6.75,2024,103,0.76,30.55,64.31,0.48
8.25,-6.25,2024,103,0.76,30.84,64.78,0.46
8.25,-5.75,2024,103,0.84,30.84,64.73,0.44
8.25,-5.25,2024,103,0.86,30.62,65.11,0.46
8.25,-4.75,2024,103,0.83,30.62,64.56,0.49
8.25,-4.25,2024,103,0.76,31.06,62.4,0.5
8.25,-3.75,2024,103,0.65,31.96,58.62,0.49
5.25,-7.25,2024,104,1.27,27.66,82.49,0.56
5.25,-6.75,2024,104,1.34,27.45,84.42,0.62
5.25,-6.25,2024,104,1.48,27.93,84.09,0.62
5.25,-5.75,2024,104,1.77,28.06,84.34,0.6
5.25,-5.25,2024,104,1.91,28.6,82.62,0.56
5.25,-4.75,2024,104,1.95,29.21,80.26,0.5
5.25,-4.25,2024,104,1.93,29.55,78.62,0.44
5.25,-3.75,2024,104,1.84,29.29,79.09,0.44
5.75,-7.25,2024,104,1.66,27.08,84.54,0.57
5.75,-6.75,2024,104,1.67,26.95,85.81,0.64
5.75,-6.25,2024,104,1.64,27.16,85.41,0.66
5.75,-5.75,2024,104,1.74,27.26,85.31,0.62
5.75,-5.25,2024,104,1.69,27.99,82.99,0.57
5.75,-4.75,2024,104,1.65,28.9,79.61,0.54
5.75,-4.25,2024,104,1.7,29.47,76.99,0.5
5.75,-3.75,2024,104,1.84,29.13,77.72,0.46
6.25,-7.25,2024,104,2.27,27.33,83.37,0.55
6.25,-6.75,2024,104,2.17,27.07,84.79,0.63
6.25,-6.25,2024,104,2.07,27.04,84.31,0.65
6.25,-5.75,2024,104,1.94,27.42,83.09,0.61
6.25,-5.25,2024,104,1.63,28.4,79.86,0.57
6.25,-4.75,2024,104,1.38,29.45,75.96,0.54
6.25,-4.25,2024,104,1.31,30.07,73.11,0.52
6.25,-3.75,2024,104,1.45,29.84,73.44,0.47
6.75,-7.25,2024,104,2.84,27.76,80.76,0.51
6.75,-6.75,2024,104,2.56,27.25,82.99,0.57
6.75,-6.25,2024,104,2.46,27.21,83.47,0.59
6.75,-5.75,2024,104,2.13,27.96,80.87,0.56
6.75,-5.25,2024,104,1.66,29.07,76.58,0.54
6.75,-4.75,2024,104,1.28,30.04,72.47,0.52
6.75,-4.25,2024,104,1.09,30.59,69.74,0.51
6.75,-3.75,2024,104,1.07,30.63,68.94,0.48
7.25,-7.25,2024,104,3.29,27.61,79.92,0.5
7.25,-6.75,2024,104,2.64,27.59,81.96,0.53
7.25,-6.25,2024,104,2.49,27.73,82.31,0.54
7.25,-5.75,2024,104,2.1,28.48,79.04,0.51
7.25,-5.25,2024,104,1.64,29.44,74.53,0.5
7.25,-4.75,2024,104,1.29,30.28,70.71,0.5
7.25,-4.25,2024,104,1.1,30.8,68.28,0.51
7.25,-3.75,2024,104,0.96,30.89,66.66,0.5
7.75,-7.25,2024,104,2.88,28.28,75.72,0.49
7.75,-6.75,2024,104,2.35,28.89,76.37,0.5
7.75,-6.25,2024,104,2.09,29.02,76.72,0.5
7.75,-5.75,2024,104,1.77,29.46,74.09,0.46
7.75,-5.25,2024,104,1.42,29.95,71.28,0.47
7.75,-4.75,2024,104,1.17,30.48,68.86,0.49
7.75,-4.25,2024,104,1.05,30.97,66.96,0.5
7.75,-3.75,2024,104,0.93,31.31,65.28,0.49
8.25,-7.25,2024,104,2.03,29.83,67.88,0.48
8.25,-6.75,2024,104,1.79,30.46,67.5,0.47
8.25,-6.25,2024,104,1.49,30.76,67.25,0.45
8.25,-5.75,2024,104,1.3,30.9,66.38,0.43
8.25,-5.25,2024,104,1.1,30.78,66.4,0.46
8.25,-4.75,2024,104,0.97,30.78,66.32,0.48
8.25,-4.25,2024,104,0.9,31.09,65.56,0.49
8.25,-3.75,2024,104,0.85,31.73,63.94,0.48
5.25,-7.25,2024,105,2.89,28.02,83.08,0.56
5.25,-6.75,2024,105,2.56,27.73,84.69,0.62
5.25,-6.25,2024,105,2.17,28.29,83.72,0.61
5.25,-5.75,2024,105,1.95,28.33,83.24,0.6
5.25,-5.25,2024,105,1.72,28.91,80.74,0.56
5.25,-4.75,2024,105,1.56,29.58,78.37,0.49
5.25,-4.25,2024,105,1.51,29.97,77.08,0.44
5.25,-3.75,2024,105,1.55,29.88,76.66,0.43
5.75,-7.25,2024,105,4.24,27.44,85.77,0.57
5.75,-6.75,2024,105,4.03,27.24,86.88,0.63
5.75,-6.25,2024,105,3.35,27.49,85.78,0.65
5.75,-5.75,2024,105,2.62,27.65,84.68,0.61
5.75,-5.25,2024,105,2.08,28.49,81.42,0.57
5.75,-4.75,2024,105,1.76,29.48,77.86,0.53
5.75,-4.25,2024,105,1.64,30.11,75.46,0.5
5.75,-3.75,2024,105,1.66,29.93,75.28,0.46
6.25,-7.25,2024,105,4.99,27.68,84.44,0.55
6.25,-6.75,2024,105,4.89,27.36,86.08,0.62
6.25,-6.25,2024,105,4.1,27.31,85.5,0.64
6.25,-5.75,2024,105,3.17,27.72,83.6,0.6
6.25,-5.25,2024,105,2.53,28.83,79.75,0.56
6.25,-4.75,2024,105,2.13,29.95,75.8,0.54
6.25,-4.25,2024,105,1.93,30.6,73.18,0.52
6.25,-3.75,2024,105,1.87,30.48,72.91,0.47
6.75,-7.25,2024,105,4.77,28,81.88,0.51
6.75,-6.75,2024,105,4.69,27.46,84.52,0.57
6.75,-6.25,2024,105,4.06,27.38,84.62,0.59
6.75,-5.75,2024,105,3.39,28.15,81.47,0.56
6.75,-5.25,2024,105,2.88,29.32,77.11,0.53
6.75,-4.75,2024,105,2.48,30.32,73.29,0.52
6.75,-4.25,2024,105,2.16,30.85,70.91,0.51
6.75,-3.75,2024,105,1.94,30.94,69.94,0.48
7.25,-7.25,2024,105,3.59,27.78,80.66,0.5
7.25,-6.75,2024,105,3.58,27.75,82.82,0.53
7.25,-6.25,2024,105,3.33,27.91,82.22,0.54
7.25,-5.75,2024,105,3.23,28.72,78.79,0.51
7.25,-5.25,2024,105,2.98,29.69,74.66,0.49
7.25,-4.75,2024,105,2.61,30.51,71.26,0.5
7.25,-4.25,2024,105,2.18,30.99,69.02,0.51
7.25,-3.75,2024,105,1.78,31.05,67.34,0.5
7.75,-7.25,2024,105,1.86,28.77,74.24,0.49
7.75,-6.75,2024,105,1.95,29.23,75.3,0.5
7.75,-6.25,2024,105,2.1,29.35,75.12,0.5
7.75,-5.75,2024,105,2.53,29.82,72.82,0.46
7.75,-5.25,2024,105,2.57,30.23,70.86,0.46
7.75,-4.75,2024,105,2.31,30.72,68.96,0.48
7.75,-4.25,2024,105,1.88,31.23,66.93,0.5
7.75,-3.75,2024,105,1.42,31.58,64.66,0.49
8.25,-7.25,2024,105,0.65,30.82,64.42,0.48
8.25,-6.75,2024,105,0.75,31.16,65.29,0.47
8.25,-6.25,2024,105,1.02,31.34,65.34,0.45
8.25,-5.75,2024,105,1.45,31.32,65.09,0.43
8.25,-5.25,2024,105,1.64,31.02,66.12,0.45
8.25,-4.75,2024,105,1.59,30.97,66.48,0.48
8.25,-4.25,2024,105,1.37,31.39,65.25,0.48
8.25,-3.75,2024,105,1.11,32.14,62.5,0.48
5.25,-7.25,2024,106,2.99,28.14,84.06,0.55
5.25,-6.75,2024,106,3.19,28.07,85.52,0.62
5.25,-6.25,2024,106,3.51,28.72,84.97,0.61
5.25,-5.75,2024,106,3.23,28.86,84.07,0.59
5.25,-5.25,2024,106,2.64,29.49,81.26,0.55
5.25,-4.75,2024,106,2.15,30.14,78.59,0.49
5.25,-4.25,2024,106,1.91,30.49,77.32,0.43
5.25,-3.75,2024,106,1.85,30.32,77.84,0.43
